DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Greece,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Greece,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Greece,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Greece,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Greece,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Greece,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Greece,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Greece,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Spain,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2014,838.709,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2015,497.926,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2016,453.919,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2017,490.258,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2018,501.478,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2019,426.663,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2020,311.117,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2021,265.762,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2022,254.849,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2023,280.093,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2014,186.300,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2018,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2019,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2020,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2021,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2022,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2023,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Moldova,2014,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Moldova,2015,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Moldova,2016,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Moldova,2017,0.000,,
ESTAT:NRG_BAL_S$DEFAULTVIEW(1.0),16/12/24 23:00:00,Annual,Recovered and recycled products,Solid fossil fuels,Thousand tonnes of oil equivalent,Moldova,2018,0.000,,
