freq,unit_nrg_bal,geo,TIME_PERIOD,OBS_VALUE_nrg_bal,LAST UPDATE_nrg_bal,OBS_VALUE_nrg_ind_ren,LAST UPDATE_nrg_ind_ren,unit_nrg_ind_ren,nrg_bal_category,nuts_code
Annual,Terajoule,Italy,2022,1453231.793,16/12/24 23:00:00,19.131,19/09/24 23:00:00,Percentage,Renewable energy - overall,IT
Annual,Terajoule,Italy,2023,1512737.192,16/12/24 23:00:00,19.594,19/09/24 23:00:00,Percentage,Renewable energy - overall,IT
Annual,Terajoule,Kosovo*,2014,67201.536,16/12/24 23:00:00,19.544,19/09/24 23:00:00,Percentage,Renewable energy - overall,
Annual,Terajoule,Kosovo*,2015,75536.312,16/12/24 23:00:00,18.484,19/09/24 23:00:00,Percentage,Renewable energy - overall,
Annual,Terajoule,Kosovo*,2016,84386.227,16/12/24 23:00:00,24.472,19/09/24 23:00:00,Percentage,Renewable energy - overall,
Annual,Terajoule,Kosovo*,2017,75065.573,16/12/24 23:00:00,23.082,19/09/24 23:00:00,Percentage,Renewable energy - overall,
Annual,Terajoule,Kosovo*,2018,76294.987,16/12/24 23:00:00,24.616,19/09/24 23:00:00,Percentage,Renewable energy - overall,
Annual,Terajoule,Kosovo*,2019,77418.798,16/12/24 23:00:00,24.215,19/09/24 23:00:00,Percentage,Renewable energy - overall,
Annual,Terajoule,Kosovo*,2020,79591.426,16/12/24 23:00:00,24.401,19/09/24 23:00:00,Percentage,Renewable energy - overall,
Annual,Terajoule,Kosovo*,2021,81078.855,16/12/24 23:00:00,22.14,19/09/24 23:00:00,Percentage,Renewable energy - overall,
Annual,Terajoule,Kosovo*,2022,75197.939,16/12/24 23:00:00,18.779,19/09/24 23:00:00,Percentage,Renewable energy - overall,
Annual,Terajoule,Kosovo*,2023,65326.543,16/12/24 23:00:00,18.779,,,,
Annual,Terajoule,Latvia,2014,99659.773,16/12/24 23:00:00,38.629,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Latvia,2015,97900.307,16/12/24 23:00:00,37.538,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Latvia,2016,102456.285,16/12/24 23:00:00,37.138,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Latvia,2017,108321.759,16/12/24 23:00:00,39.008,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Latvia,2018,119770.049,16/12/24 23:00:00,40.019,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Latvia,2019,118412.236,16/12/24 23:00:00,40.929,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Latvia,2020,113456.908,16/12/24 23:00:00,42.132,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Latvia,2021,113545.934,16/12/24 23:00:00,42.096,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Latvia,2022,122584.477,16/12/24 23:00:00,43.72,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Latvia,2023,136742.211,16/12/24 23:00:00,43.223,19/09/24 23:00:00,Percentage,Renewable energy - overall,LV
Annual,Terajoule,Lithuania,2014,74881.386,16/12/24 23:00:00,23.592,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Lithuania,2015,77865.397,16/12/24 23:00:00,25.748,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Lithuania,2016,79239.225,16/12/24 23:00:00,25.612,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Lithuania,2017,86993.685,16/12/24 23:00:00,26.038,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Lithuania,2018,86113.496,16/12/24 23:00:00,24.695,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Lithuania,2019,85456.287,16/12/24 23:00:00,25.474,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Lithuania,2020,85058.104,16/12/24 23:00:00,26.773,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Lithuania,2021,93606.036,16/12/24 23:00:00,28.166,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Lithuania,2022,85724.88,16/12/24 23:00:00,29.599,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Lithuania,2023,90845.258,16/12/24 23:00:00,31.926,19/09/24 23:00:00,Percentage,Renewable energy - overall,LT
Annual,Terajoule,Luxembourg,2014,6410.108,16/12/24 23:00:00,4.471,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Luxembourg,2015,6303.724,16/12/24 23:00:00,4.987,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Luxembourg,2016,6734.623,16/12/24 23:00:00,5.364,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Luxembourg,2017,7673.454,16/12/24 23:00:00,6.194,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Luxembourg,2018,8810.28,16/12/24 23:00:00,8.942,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Luxembourg,2019,9836.76,16/12/24 23:00:00,7.046,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Luxembourg,2020,12855.955,16/12/24 23:00:00,11.699,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Luxembourg,2021,13124.443,16/12/24 23:00:00,11.726,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Luxembourg,2022,13237.334,16/12/24 23:00:00,14.262,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Luxembourg,2023,14000.695,16/12/24 23:00:00,14.355,19/09/24 23:00:00,Percentage,Renewable energy - overall,LU
Annual,Terajoule,Malta,2014,559.143,16/12/24 23:00:00,4.744,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Malta,2015,656.975,16/12/24 23:00:00,5.119,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Malta,2016,775.687,16/12/24 23:00:00,6.208,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Malta,2017,1278.549,16/12/24 23:00:00,7.219,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Malta,2018,1405.186,16/12/24 23:00:00,7.914,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Malta,2019,1514.857,16/12/24 23:00:00,8.23,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Malta,2020,1733.844,16/12/24 23:00:00,10.714,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Malta,2021,1894.59,16/12/24 23:00:00,12.631,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Malta,2022,2096.298,16/12/24 23:00:00,13.969,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Malta,2023,2266.515,16/12/24 23:00:00,15.077,19/09/24 23:00:00,Percentage,Renewable energy - overall,MT
Annual,Terajoule,Moldova,2014,27438.68,16/12/24 23:00:00,26.169,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Moldova,2015,27488.433,16/12/24 23:00:00,26.173,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Moldova,2016,29561.973,16/12/24 23:00:00,26.888,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Moldova,2017,32210.576,16/12/24 23:00:00,27.836,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Moldova,2018,33403.284,16/12/24 23:00:00,27.476,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Moldova,2019,27949.419,16/12/24 23:00:00,23.843,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Moldova,2020,28540.032,16/12/24 23:00:00,25.057,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Moldova,2021,31885.204,16/12/24 23:00:00,22.203,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Moldova,2022,21984.203,16/12/24 23:00:00,21.538,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Moldova,2023,24514.606,16/12/24 23:00:00,22.995,19/09/24 23:00:00,Percentage,Renewable energy - overall,MD
Annual,Terajoule,Montenegro,2014,28919.49,16/12/24 23:00:00,44.098,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Montenegro,2015,29535.93,16/12/24 23:00:00,43.073,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Montenegro,2016,27726.12,16/12/24 23:00:00,41.529,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Montenegro,2017,26126.588,16/12/24 23:00:00,39.693,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Montenegro,2018,30496.499,16/12/24 23:00:00,38.801,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Montenegro,2019,30795.73,16/12/24 23:00:00,37.722,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Montenegro,2020,30385.389,16/12/24 23:00:00,43.77,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Montenegro,2021,31356.984,16/12/24 23:00:00,39.891,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Montenegro,2022,31109.733,16/12/24 23:00:00,41.064,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Montenegro,2023,34690.501,16/12/24 23:00:00,40.883,19/09/24 23:00:00,Percentage,Renewable energy - overall,ME
Annual,Terajoule,Netherlands,2014,2523011.276,16/12/24 23:00:00,5.415,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,Netherlands,2015,2018325.367,16/12/24 23:00:00,5.714,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,Netherlands,2016,1943718.632,16/12/24 23:00:00,5.846,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,Netherlands,2017,1737780.066,16/12/24 23:00:00,6.507,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,Netherlands,2018,1546738.279,16/12/24 23:00:00,7.394,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,Netherlands,2019,1388306.703,16/12/24 23:00:00,8.886,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,Netherlands,2020,1154190.363,16/12/24 23:00:00,13.999,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,Netherlands,2021,1111738.043,16/12/24 23:00:00,13.116,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,Netherlands,2022,1017318.983,16/12/24 23:00:00,15.134,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,Netherlands,2023,867610.75,16/12/24 23:00:00,17.42,19/09/24 23:00:00,Percentage,Renewable energy - overall,NL
Annual,Terajoule,North Macedonia,2014,55714.027,16/12/24 23:00:00,19.559,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,North Macedonia,2015,53205.466,16/12/24 23:00:00,19.526,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,North Macedonia,2016,46913.527,16/12/24 23:00:00,18.044,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,North Macedonia,2017,48820.01,16/12/24 23:00:00,19.636,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,North Macedonia,2018,48074.472,16/12/24 23:00:00,18.179,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,North Macedonia,2019,48554.058,16/12/24 23:00:00,17.485,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,North Macedonia,2020,41546.898,16/12/24 23:00:00,19.222,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,North Macedonia,2021,37111.05,16/12/24 23:00:00,17.8,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,North Macedonia,2022,43528.187,16/12/24 23:00:00,19.213,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,North Macedonia,2023,39197.282,16/12/24 23:00:00,20.214,19/09/24 23:00:00,Percentage,Renewable energy - overall,MK
Annual,Terajoule,Norway,2014,8241134.189,16/12/24 23:00:00,68.406,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Norway,2015,8693197.998,16/12/24 23:00:00,68.545,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Norway,2016,8783550.502,16/12/24 23:00:00,69.235,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Norway,2017,9006762.527,16/12/24 23:00:00,70.036,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Norway,2018,8678742.23,16/12/24 23:00:00,71.566,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Norway,2019,8190733.668,16/12/24 23:00:00,74.406,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Norway,2020,8751575.842,16/12/24 23:00:00,77.358,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Norway,2021,8973990.357,16/12/24 23:00:00,74.026,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Norway,2022,9077582.464,16/12/24 23:00:00,75.875,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Norway,2023,9139129.665,16/12/24 23:00:00,75.613,19/09/24 23:00:00,Percentage,Renewable energy - overall,NO
Annual,Terajoule,Poland,2014,2808643.446,16/12/24 23:00:00,11.605,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Poland,2015,2836954.13,16/12/24 23:00:00,11.881,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Poland,2016,2788451.58,16/12/24 23:00:00,11.396,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Poland,2017,2686473.936,16/12/24 23:00:00,11.059,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Poland,2018,2705540.894,16/12/24 23:00:00,14.936,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Poland,2019,2601789.563,16/12/24 23:00:00,15.377,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Poland,2020,2426560.644,16/12/24 23:00:00,16.102,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Poland,2021,2515431.883,16/12/24 23:00:00,15.604,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Poland,2022,2476705.02,16/12/24 23:00:00,16.629,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Poland,2023,2269773.877,16/12/24 23:00:00,16.564,19/09/24 23:00:00,Percentage,Renewable energy - overall,PL
Annual,Terajoule,Portugal,2014,275413.322,16/12/24 23:00:00,29.508,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Portugal,2015,247353.53,16/12/24 23:00:00,30.514,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Portugal,2016,276155.576,16/12/24 23:00:00,30.864,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Portugal,2017,244496.187,16/12/24 23:00:00,30.611,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Portugal,2018,272024.899,16/12/24 23:00:00,30.203,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Portugal,2019,274324.423,16/12/24 23:00:00,30.623,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Portugal,2020,284504.447,16/12/24 23:00:00,33.982,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Portugal,2021,291050.719,16/12/24 23:00:00,33.982,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Portugal,2022,282315.468,16/12/24 23:00:00,34.675,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Portugal,2023,307360.529,16/12/24 23:00:00,35.163,19/09/24 23:00:00,Percentage,Renewable energy - overall,PT
Annual,Terajoule,Romania,2014,1100035.371,16/12/24 23:00:00,24.845,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Romania,2015,1104248.139,16/12/24 23:00:00,24.785,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Romania,2016,1035745.367,16/12/24 23:00:00,25.032,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Romania,2017,1067235.667,16/12/24 23:00:00,24.454,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Romania,2018,1049170.176,16/12/24 23:00:00,23.875,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Romania,2019,1027017.587,16/12/24 23:00:00,24.29,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Romania,2020,936207.192,16/12/24 23:00:00,24.478,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Romania,2021,961808.077,16/12/24 23:00:00,23.871,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Romania,2022,930864.961,16/12/24 23:00:00,24.229,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Romania,2023,920912.573,16/12/24 23:00:00,25.782,19/09/24 23:00:00,Percentage,Renewable energy - overall,RO
Annual,Terajoule,Serbia,2014,395393.105,16/12/24 23:00:00,22.864,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Serbia,2015,450605.593,16/12/24 23:00:00,21.989,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Serbia,2016,447781.318,16/12/24 23:00:00,21.147,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Serbia,2017,439428.492,16/12/24 23:00:00,20.287,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Serbia,2018,419719.748,16/12/24 23:00:00,20.32,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Serbia,2019,427840.654,16/12/24 23:00:00,21.443,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Serbia,2020,459018.301,16/12/24 23:00:00,26.297,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Serbia,2021,426188.996,16/12/24 23:00:00,25.255,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Serbia,2022,402646.296,16/12/24 23:00:00,24.67,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Serbia,2023,398083.531,16/12/24 23:00:00,25.428,19/09/24 23:00:00,Percentage,Renewable energy - overall,RS
Annual,Terajoule,Slovakia,2014,280193.262,16/12/24 23:00:00,11.713,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovakia,2015,292229.509,16/12/24 23:00:00,12.882,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovakia,2016,288578.852,16/12/24 23:00:00,12.029,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovakia,2017,293299.409,16/12/24 23:00:00,11.465,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovakia,2018,271656.526,16/12/24 23:00:00,11.896,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovakia,2019,290325.495,16/12/24 23:00:00,16.894,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovakia,2020,282634.287,16/12/24 23:00:00,17.345,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovakia,2021,291065.365,16/12/24 23:00:00,17.419,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovakia,2022,282900.009,16/12/24 23:00:00,17.481,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovakia,2023,302781.9,16/12/24 23:00:00,16.99,19/09/24 23:00:00,Percentage,Renewable energy - overall,SK
Annual,Terajoule,Slovenia,2014,149213.33,16/12/24 23:00:00,22.459,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Slovenia,2015,139150.757,16/12/24 23:00:00,22.879,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Slovenia,2016,146265.338,16/12/24 23:00:00,21.975,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Slovenia,2017,149299.989,16/12/24 23:00:00,21.658,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Slovenia,2018,143658.025,16/12/24 23:00:00,21.378,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Slovenia,2019,142390.563,16/12/24 23:00:00,21.968,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Slovenia,2020,147564.837,16/12/24 23:00:00,25.0,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Slovenia,2021,137590.238,16/12/24 23:00:00,25.0,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Slovenia,2022,126480.655,16/12/24 23:00:00,25.002,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Slovenia,2023,135268.545,16/12/24 23:00:00,25.066,19/09/24 23:00:00,Percentage,Renewable energy - overall,SI
Annual,Terajoule,Spain,2014,1489239.39,16/12/24 23:00:00,15.879,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Spain,2015,1428452.526,16/12/24 23:00:00,16.221,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Spain,2016,1439546.077,16/12/24 23:00:00,17.015,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Spain,2017,1421929.038,16/12/24 23:00:00,17.118,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Spain,2018,1437675.526,16/12/24 23:00:00,17.023,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Spain,2019,1451635.214,16/12/24 23:00:00,17.852,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Spain,2020,1482893.059,16/12/24 23:00:00,21.22,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Spain,2021,1490004.474,16/12/24 23:00:00,20.55,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Spain,2022,1505506.716,16/12/24 23:00:00,21.896,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Spain,2023,1567303.56,16/12/24 23:00:00,24.852,19/09/24 23:00:00,Percentage,Renewable energy - overall,ES
Annual,Terajoule,Sweden,2014,1459730.183,16/12/24 23:00:00,51.151,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Sweden,2015,1499059.439,16/12/24 23:00:00,52.22,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Sweden,2016,1479777.578,16/12/24 23:00:00,52.597,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Sweden,2017,1530173.393,16/12/24 23:00:00,53.39,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Sweden,2018,1531551.126,16/12/24 23:00:00,53.916,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Sweden,2019,1549157.05,16/12/24 23:00:00,55.785,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Sweden,2020,1442373.629,16/12/24 23:00:00,60.124,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Sweden,2021,1494045.192,16/12/24 23:00:00,62.527,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Sweden,2022,1494431.88,16/12/24 23:00:00,66.287,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Sweden,2023,1435924.408,16/12/24 23:00:00,66.393,19/09/24 23:00:00,Percentage,Renewable energy - overall,SE
Annual,Terajoule,Türkiye,2014,1206074.307,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Türkiye,2015,1317144.746,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Türkiye,2016,1494911.303,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Türkiye,2017,1526771.221,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Türkiye,2018,1670915.472,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Türkiye,2019,1889653.272,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Türkiye,2020,1826949.918,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Türkiye,2021,1934628.482,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Türkiye,2022,2113683.778,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Türkiye,2023,2046083.587,16/12/24 23:00:00,,,,,TR
Annual,Terajoule,Ukraine,2014,3015978.012,16/12/24 23:00:00,,,,,UA
Annual,Terajoule,Ukraine,2015,2695985.115,16/12/24 23:00:00,,,,,UA
Annual,Terajoule,Ukraine,2016,2573219.324,16/12/24 23:00:00,,,,,UA
Annual,Terajoule,Ukraine,2017,2465618.68,16/12/24 23:00:00,,,,,UA
Annual,Terajoule,Ukraine,2018,2549178.217,16/12/24 23:00:00,,,,,UA
Annual,Terajoule,Ukraine,2019,2526927.225,16/12/24 23:00:00,,,,,UA
Annual,Terajoule,Ukraine,2020,2391538.189,16/12/24 23:00:00,,,,,UA
Annual,Terajoule,United Kingdom,2014,4410779.776,16/12/24 23:00:00,,,,,GB
Annual,Terajoule,United Kingdom,2015,4848876.837,16/12/24 23:00:00,,,,,GB
Annual,Terajoule,United Kingdom,2016,4944009.563,16/12/24 23:00:00,,,,,GB
Annual,Terajoule,United Kingdom,2017,4945926.001,16/12/24 23:00:00,,,,,GB
Annual,Terajoule,United Kingdom,2018,5093299.685,16/12/24 23:00:00,,,,,GB
Annual,Terajoule,United Kingdom,2019,5087189.449,16/12/24 23:00:00,,,,,GB
