freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,LAST UPDATE
Annual,Imports,Peat and peat products,Gigawatt-hour,Belgium,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Belgium,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Belgium,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Belgium,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Belgium,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Bulgaria,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Cyprus,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Czechia,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Germany,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Denmark,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Estonia,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Greece,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Spain,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2014,824.91,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2015,719.186,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2016,646.15,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2017,678.071,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2018,903.064,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2019,756.902,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2020,469.267,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2021,507.15,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2022,538.503,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,European Union - 27 countries (from 2020),2023,333.646,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2014,135.921,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2015,170.292,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2016,124.375,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2017,71.644,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2018,124.3,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2019,156.6,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2020,104.1,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2021,101.5,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2022,103.2,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Finland,2023,25.65,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,France,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Georgia,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Georgia,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Georgia,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Georgia,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Georgia,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Georgia,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Georgia,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Georgia,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Georgia,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Croatia,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2022,4.278,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Hungary,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Ireland,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Iceland,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Italy,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2014,210.583,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2015,166.25,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2016,221.667,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2017,218.342,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2018,271.061,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2019,213.539,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2020,142.606,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2021,188.786,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2022,214.472,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Lithuania,2023,133.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Luxembourg,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Latvia,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2015,3.299,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2022,0.99,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Moldova,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Montenegro,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,North Macedonia,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Malta,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Netherlands,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Norway,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2016,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2017,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2018,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2019,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2020,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2021,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2022,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Poland,2023,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Portugal,2014,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Portugal,2015,0.0,16/12/24 23:00:00
Annual,Imports,Peat and peat products,Gigawatt-hour,Portugal,2016,0.0,16/12/24 23:00:00
