freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,LAST UPDATE
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Netherlands,2021,26553.407,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Netherlands,2022,24298.246,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Netherlands,2023,20722.527,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2014,196836.108,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2015,207633.467,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2016,209791.5,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2017,215122.827,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2018,207288.197,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2019,195632.313,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2020,209027.798,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2021,214340.077,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2022,216814.332,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Norway,2023,218284.362,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2014,67083.296,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2015,67759.485,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2016,66601.022,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2017,64165.328,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2018,64620.734,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2019,62142.676,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2020,57957.405,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2021,60080.058,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2022,59155.083,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Poland,2023,54212.618,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2014,6578.134,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2015,5907.938,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2016,6595.863,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2017,5839.691,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2018,6497.203,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2019,6552.126,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2020,6795.272,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2021,6951.627,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2022,6742.989,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Portugal,2023,7341.18,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2014,26273.893,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2015,26374.514,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2016,24738.353,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2017,25490.486,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2018,25058.999,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2019,24529.894,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2020,22360.925,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2021,22972.391,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2022,22233.328,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Romania,2023,21995.619,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2014,9443.802,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2015,10762.53,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2016,10695.073,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2017,10495.569,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2018,10024.834,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2019,10218.798,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2020,10963.464,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2021,10179.349,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2022,9617.042,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Serbia,2023,9508.062,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2014,34865.056,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2015,35804.42,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2016,35343.88,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2017,36547.564,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2018,36580.47,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2019,37000.98,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2020,34450.502,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2021,35684.656,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2022,35693.892,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Sweden,2023,34296.465,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2014,3563.899,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2015,3323.559,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2016,3493.488,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2017,3565.969,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2018,3431.213,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2019,3400.94,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2020,3524.526,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2021,3286.286,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2022,3020.939,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovenia,2023,3230.834,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2014,6692.301,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2015,6979.782,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2016,6892.587,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2017,7005.336,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2018,6488.405,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2019,6934.305,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2020,6750.604,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2021,6951.977,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2022,6756.951,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Slovakia,2023,7231.821,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2014,28806.59,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2015,31459.462,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2016,35705.343,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2017,36466.304,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2018,39909.13,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2019,45133.593,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2020,43635.949,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2021,46207.807,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2022,50484.47,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Türkiye,2023,48869.867,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Ukraine,2014,72035.397,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Ukraine,2015,64392.498,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Ukraine,2016,61460.288,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Ukraine,2017,58890.29,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Ukraine,2018,60886.076,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Ukraine,2019,60354.62,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Ukraine,2020,57120.908,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,United Kingdom,2014,105349.665,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,United Kingdom,2015,115813.434,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,United Kingdom,2016,118085.64,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,United Kingdom,2017,118131.413,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,United Kingdom,2018,121651.373,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,United Kingdom,2019,121505.433,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2014,1605.081,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2015,1804.154,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2016,2015.53,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2017,1792.91,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2018,1822.274,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2019,1849.116,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2020,1901.009,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2021,1936.535,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2022,1796.072,16/12/24 23:00:00
Annual,Primary production,Total,Thousand tonnes of oil equivalent,Kosovo*,2023,1560.298,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2014,84298.912,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2015,86809.087,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2016,82097.177,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2017,68760.94,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2018,84362.724,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2019,72698.401,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2020,62555.119,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2021,76319.215,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2022,67290.649,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Albania,2023,75341.37,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2014,515685.725,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2015,511964.825,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2016,526039.778,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2017,529021.976,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2018,503658.154,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2019,519842.565,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2020,519614.774,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2021,530657.584,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2022,511834.168,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Austria,2023,542991.112,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2014,180268.644,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2015,182852.878,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2016,198517.717,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2017,193598.508,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2018,237484.269,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2019,226292.323,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2020,219271.784,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2021,218680.233,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2022,222435.691,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bosnia and Herzegovina,2023,220993.287,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2014,506519.91,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2015,429207.601,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2016,613991.805,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2017,606613.013,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2018,471754.623,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2019,633883.469,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2020,555868.059,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2021,725491.942,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2022,663070.56,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Belgium,2023,567520.077,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2014,473425.661,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2015,503769.991,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2016,471976.703,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2017,491010.039,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2018,500631.399,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2019,489470.372,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2020,453470.461,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2021,508148.781,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2022,550715.647,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Bulgaria,2023,438933.939,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2014,5114.184,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2015,5483.334,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2016,5797.442,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2017,6058.384,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2018,8235.856,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2019,8724.315,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2020,9021.132,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2021,9954.845,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2022,10762.702,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Cyprus,2023,11236.227,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2014,1235039.687,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2015,1195441.852,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2016,1131778.532,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2017,1145557.147,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2018,1144788.49,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2019,1113585.189,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2020,983924.913,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2021,1020212.94,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2022,1058426.49,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Czechia,2023,969956.787,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2014,5068033.504,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2015,5046999.424,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2016,4851070.925,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2017,4838165.507,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2018,4744377.088,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2019,4407692.403,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2020,4099029.491,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2021,4338758.495,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2022,4069085.272,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Germany,2023,3481823.869,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2014,679187.918,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2015,676447.707,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2016,639995.504,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2017,654546.771,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2018,581036.884,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2019,522703.692,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2020,398415.982,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2021,399600.067,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2022,417563.811,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Denmark,2023,412656.666,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2014,223310.402,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2015,204724.176,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2016,220822.467,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2017,248354.572,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2018,250670.84,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2019,213044.653,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2020,183952.07,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2021,184532.15,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2022,196451.398,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Estonia,2023,192615.824,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2014,370934.937,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2015,357121.464,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2016,283511.903,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2017,313613.279,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2018,315462.801,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2019,266660.779,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2020,207248.784,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2021,217418.837,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2022,221161.127,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Greece,2023,221794.48,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2014,1489239.39,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2015,1428452.526,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2016,1439546.077,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2017,1421929.038,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2018,1437675.526,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2019,1451635.214,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2020,1482893.059,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2021,1490004.474,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2022,1505506.716,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Spain,2023,1567303.56,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2014,28204146.408,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2015,27551738.011,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2016,26897791.056,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2017,26832960.955,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2018,26687323.63,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2019,25878447.36,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2020,23996367.569,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2021,25044157.614,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2022,23570775.308,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,European Union - 27 countries (from 2020),2023,23160680.729,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2014,746109.318,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2015,721307.882,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2016,724168.611,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2017,764517.569,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2018,818337.242,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2019,795144.635,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2020,757521.599,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2021,816919.905,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2022,820288.428,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Finland,2023,915160.691,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2014,5852799.512,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2015,5907079.901,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2016,5601875.539,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2017,5516864.34,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2018,5768472.533,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2019,5632858.165,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2020,5139641.741,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2021,5486548.073,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2022,4526979.777,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,France,2023,5113037.094,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Georgia,2014,57445.003,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Georgia,2015,55200.609,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Georgia,2016,57638.832,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Georgia,2017,55836.591,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Georgia,2018,52391.361,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Georgia,2019,45725.513,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Georgia,2020,43676.749,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Georgia,2021,52236.367,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Georgia,2022,53245.278,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2014,182830.508,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2015,184821.679,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2016,185858.928,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2017,176875.639,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2018,175647.152,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2019,163298.449,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2020,156268.114,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2021,165593.281,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2022,155024.924,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Croatia,2023,159794.986,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Hungary,2014,455521.822,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Hungary,2015,464929.144,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Hungary,2016,472259.885,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Hungary,2017,466816.32,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Hungary,2018,455171.71,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Hungary,2019,451618.933,16/12/24 23:00:00
Annual,Primary production,Total,Terajoule,Hungary,2020,443333.08,16/12/24 23:00:00
