geo,TIME_PERIOD,OBS_VALUE,LAST UPDATE,unit
Greece,2024,93.33,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2015,100.504,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2016,103.434,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2017,106.43,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2018,108.979,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2019,111.116,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2020,98.96,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2021,105.574,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2022,112.299,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2023,115.063,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Spain,2024,119.038,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2015,105.114,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2016,107.132,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2017,110.146,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2018,112.399,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2019,114.507,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2020,108.139,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2021,115.007,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2022,119.084,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2023,119.607,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
European Union - 27 countries (from 2020),2024,120.871,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2015,99.829,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2016,102.397,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2017,105.78,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2018,107.042,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2019,108.486,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2020,105.784,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2021,108.615,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2022,109.444,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2023,108.416,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Finland,2024,108.867,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2015,105.575,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2016,106.483,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2017,108.701,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2018,110.49,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2019,112.73,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2020,104.343,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2021,111.524,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2022,114.554,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2023,116.202,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
France,2024,117.586,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2015,99.23,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2016,102.669,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2017,106.041,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2018,109.128,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2019,112.513,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2020,103.162,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2021,116.193,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2022,124.669,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2023,129.359,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Croatia,2024,134.309,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2015,110.959,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2016,113.665,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2017,118.353,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2018,124.988,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2019,131.334,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2020,125.636,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2021,134.71,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2022,140.304,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2023,139.157,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Hungary,2024,139.937,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2015,140.978,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2016,142.702,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2017,157.128,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2018,169.209,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2019,177.623,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2020,190.33,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2021,221.274,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2022,237.894,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2023,231.86,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ireland,2024,237.887,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2015,112.369,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2016,119.356,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2017,123.516,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2018,129.273,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2019,130.744,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2020,122.055,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2021,128.378,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2022,139.702,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2023,146.947,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Iceland,2024,145.521,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2015,96.622,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2016,97.816,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2017,99.385,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2018,100.207,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2019,100.637,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2020,91.712,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2021,99.903,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2022,104.719,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2023,105.741,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Italy,2024,106.474,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2015,123.226,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2016,126.519,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2017,132.354,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2018,138.864,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2019,145.359,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2020,145.421,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2021,154.72,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2022,158.535,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2023,159.707,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Lithuania,2024,164.547,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2015,111.217,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2016,116.754,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2017,118.292,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2018,120.198,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2019,123.502,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2020,122.872,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2021,131.387,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2022,129.945,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2023,130.075,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Luxembourg,2024,130.541,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2015,119.606,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2016,122.658,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2017,126.827,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2018,132.293,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2019,133.186,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2020,128.566,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2021,137.491,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2022,140.116,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2023,138.796,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Latvia,2024,138.732,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2015,109.416,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2016,113.179,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2017,116.82,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2018,122.349,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2019,127.725,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2020,108.575,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2021,122.74,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2022,132.24,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2023,140.807,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Montenegro,2024,145.262,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2015,112.848,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2016,116.063,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2017,117.318,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2018,120.697,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2019,125.417,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2020,119.537,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2021,124.929,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2022,128.375,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2023,131.655,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
North Macedonia,2024,135.597,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2015,131.85,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2016,137.226,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2017,155.027,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2018,166.172,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2019,172.96,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2020,166.98,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2021,189.375,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2022,194.078,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2023,214.692,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Malta,2024,229.29,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2015,104.543,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2016,107.078,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2017,110.056,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2018,112.542,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2019,115.131,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2020,110.677,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2021,117.624,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2022,123.514,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2023,122.775,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Netherlands,2024,124.103,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2015,109.046,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2016,110.316,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2017,113.034,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2018,113.971,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2019,115.252,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2020,113.779,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2021,118.226,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2022,122.064,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2023,122.152,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Norway,2024,124.714,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2015,116.75,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2016,120.289,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2017,126.487,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2018,134.387,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2019,140.542,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2020,137.681,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2021,147.219,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2022,154.956,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2023,155.343,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Poland,2024,160.047,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2015,95.565,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2016,97.48,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2017,100.711,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2018,103.678,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2019,106.525,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2020,97.785,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2021,103.221,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2022,110.432,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2023,113.855,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Portugal,2024,116.291,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2015,114.687,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2016,117.967,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2017,127.635,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2018,134.52,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2019,139.847,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2020,134.815,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2021,142.348,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2022,148.309,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2023,151.658,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Romania,2024,153.047,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2015,99.528,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2016,102.489,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2017,104.911,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2018,109.789,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2019,115.004,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2020,113.911,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2021,122.966,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2022,126.291,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2023,131.024,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Serbia,2024,136.199,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2015,110.955,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2016,113.32,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2017,115.453,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2018,117.497,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2019,120.562,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2020,118.23,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2021,124.409,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2022,125.971,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2023,125.713,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Sweden,2024,126.744,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2015,101.977,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2016,105.071,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2017,110.508,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2018,115.347,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2019,119.391,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2020,114.514,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2021,124.152,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2022,127.465,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2023,130.493,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovenia,2024,132.753,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2015,113.323,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2016,115.53,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2017,118.852,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2018,123.679,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2019,126.494,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2020,123.224,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2021,130.193,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2022,130.902,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2023,133.668,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Slovakia,2024,136.259,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2015,139.657,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2016,144.299,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2017,155.592,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2018,160.988,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2019,163.083,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2020,166.024,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2021,185.633,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2022,195.734,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2023,205.609,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Türkiye,2024,212.451,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ukraine,2015,89.111,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ukraine,2016,91.287,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ukraine,2017,93.441,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ukraine,2018,96.701,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ukraine,2019,99.794,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ukraine,2020,96.049,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ukraine,2021,99.359,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ukraine,2022,70.785,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Ukraine,2023,74.702,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
United Kingdom,2015,110.527,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
United Kingdom,2016,112.43,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
United Kingdom,2017,114.387,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
United Kingdom,2018,115.82,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
United Kingdom,2019,117.407,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2015,124.696,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2016,131.644,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2017,137.996,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2018,142.697,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2019,149.485,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2020,141.502,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2021,156.707,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2022,163.414,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2023,170.063,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Kosovo*,2024,177.839,17/11/25 23:00:00,"Chain linked volumes, index 2010=100"
Albania,2015,10339.2,17/11/25 23:00:00,"Current prices, million euro"
Albania,2016,10835.1,17/11/25 23:00:00,"Current prices, million euro"
Albania,2017,11770.8,17/11/25 23:00:00,"Current prices, million euro"
Albania,2018,13016.9,17/11/25 23:00:00,"Current prices, million euro"
Albania,2019,13917.9,17/11/25 23:00:00,"Current prices, million euro"
Albania,2020,13379.5,17/11/25 23:00:00,"Current prices, million euro"
Albania,2021,15243.1,17/11/25 23:00:00,"Current prices, million euro"
Albania,2022,18068.1,17/11/25 23:00:00,"Current prices, million euro"
Albania,2023,21730.5,17/11/25 23:00:00,"Current prices, million euro"
Albania,2024,25000.7,17/11/25 23:00:00,"Current prices, million euro"
Austria,2015,342083.5,17/11/25 23:00:00,"Current prices, million euro"
Austria,2016,355665.6,17/11/25 23:00:00,"Current prices, million euro"
Austria,2017,367294.9,17/11/25 23:00:00,"Current prices, million euro"
Austria,2018,383234.3,17/11/25 23:00:00,"Current prices, million euro"
Austria,2019,395706.8,17/11/25 23:00:00,"Current prices, million euro"
Austria,2020,380317.9,17/11/25 23:00:00,"Current prices, million euro"
Austria,2021,406231.5,17/11/25 23:00:00,"Current prices, million euro"
Austria,2022,449382.2,17/11/25 23:00:00,"Current prices, million euro"
Austria,2023,477837.3,17/11/25 23:00:00,"Current prices, million euro"
Austria,2024,494087.6,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2015,14791.1,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2016,15474.3,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2017,16260.5,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2018,17354.2,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2019,18296.5,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2020,17755.9,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2021,20014.7,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2022,23324.1,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2023,25523.8,17/11/25 23:00:00,"Current prices, million euro"
Bosnia and Herzegovina,2024,26194.8,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2015,415538.0,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2016,428467.1,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2017,443407.2,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2018,459491.8,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2019,479444.9,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2020,463750.9,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2021,506047.2,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2022,561309.1,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2023,602376.3,17/11/25 23:00:00,"Current prices, million euro"
Belgium,2024,620271.8,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2015,45797.8,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2016,48752.1,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2017,52501.8,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2018,56000.6,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2019,61195.4,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2020,61856.5,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2021,71345.0,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2022,86079.5,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2023,94526.6,17/11/25 23:00:00,"Current prices, million euro"
Bulgaria,2024,104768.8,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2015,625532.7,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2016,621765.1,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2017,615776.3,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2018,614304.4,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2019,644443.2,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2020,650742.6,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2021,689174.9,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2022,787386.5,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2023,826951.8,17/11/25 23:00:00,"Current prices, million euro"
Switzerland,2024,865619.7,17/11/25 23:00:00,"Current prices, million euro"
